Best,Epoch,Trades,Avg profit,Median profit,Total profit,Stake currency,Profit,Avg duration,Objective,rsi-value,rsi-enabled,trigger,sell-rsi-value,sell-rsi-enabled,sell-trigger,roi_t1,roi_t2,roi_t3,roi_p1,roi_p2,roi_p3,stoploss
,135,442,0.01%,0.0,0.00026267,BTC,2.62,408.5 m,2.69083,23,False,bb_lower_1,100,True,sell-bb_upper_1,110,48,35,0.022,0.065,0.089,-0.124
,136,522,-0.18%,0.0,-0.00914465,BTC,-91.36,323.4 m,18.24098,41,False,bb_lower_1,97,True,sell-bb_upper_1,104,60,34,0.022,0.032,0.188,-0.076
,137,676,-0.20%,0.0,-0.01321417,BTC,-132.01,224.4 m,30.05911,20,False,bb_lower_1,86,True,sell-bb_middle_1,102,59,40,0.023,0.039,0.184,-0.048
,138,797,-0.12%,0.0,-0.00993098,BTC,-99.21,188.6 m,28.87319,46,False,bb_lower_1,99,True,sell-bb_upper_1,120,59,31,0.04,0.032,0.014,-0.036
,139,399,0.11%,0.0,0.00441894,BTC,44.15,472.6 m,-3.36320,20,False,bb_lower_1,96,True,sell-bb_upper_1,95,43,33,0.022,0.043,0.088,-0.2
,140,851,-0.26%,0.0,-0.02182297,BTC,-218.01,175.9 m,57.26681,12,False,bb_lower_1,98,True,sell-bb_lower_1,114,59,36,0.039,0.069,0.1,-0.03
,141,433,-0.11%,0.0,-0.00492391,BTC,-49.19,432.5 m,9.90409,24,False,bb_lower_1,86,True,sell-bb_upper_1,120,47,35,0.039,0.06,0.028,-0.112
,142,958,-0.24%,0.0,-0.02309375,BTC,-230.71,148.8 m,69.34219,30,False,bb_lower_1,96,True,sell-bb_middle_1,100,47,34,0.039,0.023,0.021,-0.025
,143,593,-0.14%,0.0,-0.00834013,BTC,-83.32,275.9 m,19.85093,20,False,bb_lower_1,87,True,sell-bb_lower_1,113,59,34,0.031,0.065,0.086,-0.058
,144,1032,-0.27%,0.0,-0.02807343,BTC,-280.45,136.4 m,85.39840,24,False,bb_lower_1,88,True,sell-bb_lower_1,111,40,31,0.038,0.061,0.033,-0.022
,145,396,-0.03%,0.0,-0.00121328,BTC,-12.12,482.8 m,4.18119,29,False,bb_lower_1,82,True,sell-bb_middle_1,102,54,29,0.037,0.042,0.088,-0.167
,146,344,0.04%,0.0,0.00144553,BTC,14.44,586.4 m,0.32893,26,False,bb_lower_1,87,True,sell-bb_upper_1,113,51,34,0.04,0.031,0.137,-0.229
,147,385,0.04%,0.0,0.00161065,BTC,16.09,507.6 m,0.38511,48,False,bb_lower_1,95,True,sell-bb_middle_1,116,42,34,0.04,0.053,0.14,-0.184
,148,359,0.10%,0.0,0.00367662,BTC,36.73,555.4 m,-2.15545,17,False,bb_lower_1,93,True,sell-bb_lower_1,98,52,33,0.04,0.041,0.121,-0.24
,149,293,0.12%,0.0,0.00355047,BTC,35.47,732.0 m,-2.36891,49,False,bb_lower_1,82,True,sell-bb_middle_1,119,51,34,0.036,0.042,0.081,-0.319
Best,150,302,0.22%,0.07362049999999999,0.00664783,BTC,66.41,704.2 m,-5.91112,39,False,bb_lower_1,80,True,sell-bb_middle_1,97,59,39,0.039,0.026,0.037,-0.327
,151,493,-0.01%,0.022472,-0.00067548,BTC,-6.75,344.3 m,4.70964,34,False,bb_lower_1,67,True,sell-bb_middle_1,107,20,38,0.04,0.039,0.016,-0.13
Best,152,332,0.25%,0.080484,0.00815121,BTC,81.43,620.0 m,-7.12253,23,False,bb_lower_1,88,True,sell-bb_upper_1,115,49,31,0.04,0.05,0.128,-0.283
,153,450,-0.05%,0.0,-0.00203797,BTC,-20.36,401.3 m,6.05105,31,False,bb_lower_1,86,True,sell-bb_middle_1,91,38,29,0.038,0.049,0.156,-0.14
,154,324,0.07%,0.0,0.00219684,BTC,21.95,636.4 m,-0.75259,43,False,bb_lower_1,78,True,sell-bb_middle_1,96,57,24,0.038,0.044,0.085,-0.344
,155,410,-0.01%,0.0,-0.00037043,BTC,-3.70,458.0 m,3.28359,18,False,bb_lower_1,79,True,sell-bb_middle_1,106,24,29,0.038,0.033,0.154,-0.201
,156,490,-0.16%,0.0,-0.00766848,BTC,-76.61,347.0 m,15.29677,17,False,bb_lower_1,69,True,sell-bb_middle_1,94,14,31,0.038,0.028,0.029,-0.153
,157,394,0.08%,0.0,0.00305829,BTC,30.55,472.8 m,-1.34020,12,False,bb_lower_1,69,True,sell-bb_upper_1,112,40,32,0.035,0.037,0.17,-0.312
,158,619,-0.09%,0.059533,-0.00533497,BTC,-53.30,225.7 m,15.47253,17,False,bb_lower_1,39,True,sell-bb_upper_1,107,60,33,0.033,0.018,0.165,-0.316
,159,766,-0.05%,0.24101499999999998,-0.00359406,BTC,-35.90,154.7 m,15.99626,45,False,bb_lower_1,37,True,sell-bb_middle_1,113,48,38,0.034,0.021,0.177,-0.323
,160,633,-0.04%,0.054036999999999995,-0.00249871,BTC,-24.96,217.8 m,10.35146,30,False,bb_lower_1,40,True,sell-bb_upper_1,93,55,37,0.031,0.012,0.12,-0.297
,161,634,-0.06%,0.012350499999999999,-0.00373774,BTC,-37.34,216.8 m,12.96417,25,False,bb_lower_1,33,True,sell-bb_upper_1,93,39,38,0.039,0.042,0.046,-0.347
,162,767,-0.03%,0.23523300000000003,-0.00236597,BTC,-23.63,154.4 m,13.55438,50,False,bb_lower_1,37,True,sell-bb_middle_1,104,42,40,0.036,0.046,0.162,-0.341
,163,757,-0.03%,0.236947,-0.00201471,BTC,-20.13,157.8 m,11.65673,48,False,bb_lower_1,46,True,sell-bb_middle_1,111,33,39,0.038,0.041,0.093,-0.326
,164,1266,-0.13%,0.081063,-0.01609066,BTC,-160.74,66.5 m,69.04539,32,False,bb_lower_1,31,True,sell-bb_lower_1,109,53,37,0.033,0.049,0.126,-0.328
,165,649,-0.06%,0.0,-0.00362358,BTC,-36.20,208.8 m,12.81005,22,False,bb_lower_1,34,True,sell-bb_upper_1,95,22,39,0.035,0.022,0.12,-0.348
,166,639,-0.08%,0.059533,-0.00503988,BTC,-50.35,215.0 m,14.47265,12,False,bb_lower_1,40,True,sell-bb_upper_1,118,42,33,0.029,0.022,0.043,-0.277
,167,634,-0.06%,0.012350499999999999,-0.00395729,BTC,-39.53,216.4 m,13.52765,43,False,bb_lower_1,31,True,sell-bb_upper_1,102,39,37,0.033,0.015,0.105,-0.331
,168,725,-0.04%,0.242936,-0.00305529,BTC,-30.52,169.1 m,13.59013,20,False,bb_lower_1,49,True,sell-bb_middle_1,104,39,37,0.03,0.02,0.05,-0.296
,169,486,-0.06%,0.1571455,-0.00312777,BTC,-31.25,190.7 m,9.77296,48,False,bb_lower_2,51,True,sell-bb_lower_1,55,58,37,0.034,0.052,0.116,-0.268
,170,626,-0.12%,0.1489655,-0.00741682,BTC,-74.09,94.6 m,24.81314,49,False,bb_lower_2,39,True,sell-bb_lower_1,60,30,23,0.035,0.024,0.134,-0.324
,171,624,-0.10%,0.15975799999999998,-0.00651126,BTC,-65.05,96.1 m,22.40843,50,False,bb_lower_2,40,True,sell-bb_lower_1,28,59,21,0.013,0.052,0.051,-0.285
,172,590,-0.08%,0.1794125,-0.00477328,BTC,-47.69,116.3 m,17.35911,47,False,bb_lower_2,44,True,sell-bb_lower_1,87,54,22,0.029,0.045,0.15,-0.304
,173,525,-0.20%,0.0,-0.01043804,BTC,-104.28,168.9 m,27.45582,45,False,bb_lower_2,40,True,sell-bb_upper_1,44,37,12,0.028,0.066,0.045,-0.293
,174,610,-0.13%,0.032096,-0.00768323,BTC,-76.76,106.2 m,21.93822,48,False,bb_lower_2,44,True,sell-bb_lower_1,13,39,27,0.026,0.042,0.036,-0.254
,175,617,-0.16%,0.049122,-0.01014430,BTC,-101.34,102.0 m,28.50032,49,False,bb_lower_2,43,True,sell-bb_lower_1,32,46,11,0.033,0.012,0.062,-0.267
,176,564,-0.12%,0.0,-0.00672970,BTC,-67.23,136.4 m,20.18854,44,False,bb_lower_2,45,True,sell-bb_middle_1,38,10,28,0.039,0.04,0.093,-0.311
,177,541,-0.11%,0.025482,-0.00599241,BTC,-59.86,154.1 m,17.78813,48,False,bb_lower_2,45,True,sell-bb_middle_1,60,36,32,0.028,0.037,0.036,-0.346
,178,494,-0.17%,0.0,-0.00817201,BTC,-81.64,193.0 m,20.95332,49,False,bb_lower_2,48,True,sell-bb_upper_1,42,44,36,0.032,0.035,0.031,-0.334
,179,569,-0.14%,0.0,-0.00778711,BTC,-77.79,133.8 m,23.48809,49,False,bb_lower_2,40,True,sell-bb_middle_1,12,50,27,0.035,0.029,0.036,-0.289
,180,386,-0.32%,0.0,-0.01253586,BTC,-125.23,315.3 m,20.19381,49,False,bb_lower_2,65,True,sell-bb_upper_1,34,38,29,0.037,0.018,0.056,-0.316
,181,160,-0.08%,0.0,-0.00130259,BTC,-13.01,823.5 m,2.41705,46,True,bb_lower_1,79,True,sell-bb_middle_1,101,55,40,0.037,0.04,0.152,-0.31
,182,351,-0.01%,0.0,-0.00032238,BTC,-3.22,568.6 m,2.69543,27,True,bb_lower_1,74,True,sell-bb_upper_1,106,51,30,0.03,0.048,0.128,-0.305
,183,294,0.10%,0.0,0.00280707,BTC,28.04,719.6 m,-1.71248,14,True,bb_lower_1,85,True,sell-bb_middle_1,95,47,33,0.03,0.037,0.136,-0.341
,184,324,0.01%,0.0512835,0.00039681,BTC,3.96,631.9 m,1.48094,33,True,bb_lower_1,76,True,sell-bb_upper_1,108,50,37,0.032,0.025,0.02,-0.324
,185,345,0.01%,0.0,0.00020122,BTC,2.01,583.9 m,1.90931,14,True,bb_lower_1,77,True,sell-bb_middle_1,94,42,38,0.027,0.011,0.165,-0.325
,186,176,-0.18%,0.0,-0.00313651,BTC,-31.33,628.1 m,4.90503,46,True,bb_lower_1,76,True,sell-bb_middle_1,114,24,35,0.038,0.028,0.192,-0.314
,187,361,-0.00%,0.0,-0.00014229,BTC,-1.42,543.1 m,2.26627,15,True,bb_lower_1,78,True,sell-bb_upper_1,112,26,34,0.035,0.031,0.106,-0.289
,188,115,0.13%,0.16022899999999998,0.00150608,BTC,15.05,570.8 m,-1.47406,48,True,bb_lower_1,77,True,sell-bb_upper_1,117,44,29,0.016,0.042,0.161,-0.28
,189,205,0.11%,0.089371,0.00234975,BTC,23.47,662.1 m,-1.74395,45,True,bb_lower_1,82,True,sell-bb_upper_1,108,58,39,0.019,0.031,0.179,-0.281
,190,304,0.03%,0.0,0.00095752,BTC,9.57,685.7 m,0.71641,30,True,bb_lower_1,80,True,sell-bb_middle_1,95,41,33,0.025,0.033,0.126,-0.349
,191,269,-0.16%,0.0,-0.00424016,BTC,-42.36,639.1 m,7.66895,43,True,bb_lower_1,81,True,sell-bb_middle_1,107,29,37,0.015,0.015,0.188,-0.295
,192,362,-0.05%,0.0,-0.00187573,BTC,-18.74,554.5 m,4.69872,13,True,bb_lower_1,80,True,sell-bb_middle_1,104,10,33,0.039,0.041,0.086,-0.31
Best,193,412,0.19%,0.12863950000000002,0.00780673,BTC,77.99,430.1 m,-8.23546,33,False,bb_lower_1,63,True,sell-bb_lower_1,119,43,33,0.037,0.063,0.189,-0.339
,194,438,-0.05%,0.0,-0.00238980,BTC,-23.87,381.1 m,7.35746,37,True,bb_lower_1,60,True,sell-bb_upper_1,118,45,36,0.033,0.024,0.027,-0.345
,195,583,-0.00%,0.319853,-0.00004615,BTC,-0.46,241.4 m,4.93405,39,False,bb_lower_1,54,True,sell-bb_lower_1,115,59,38,0.019,0.047,0.163,-0.243
,196,372,0.04%,0.257529,0.00130907,BTC,13.08,266.0 m,0.97225,44,True,bb_lower_1,55,True,sell-bb_upper_1,114,47,31,0.033,0.051,0.06,-0.345
,197,475,-0.03%,0.0,-0.00124750,BTC,-12.46,337.8 m,5.29181,45,False,bb_lower_1,58,True,sell-bb_upper_1,116,59,27,0.028,0.047,0.066,-0.299
,198,523,-0.17%,0.2793,-0.00911646,BTC,-91.07,233.8 m,19.42631,41,True,bb_lower_1,54,True,sell-bb_lower_1,119,29,35,0.027,0.055,0.052,-0.274
,199,537,-0.11%,0.052009,-0.00581807,BTC,-58.12,275.6 m,14.06748,32,True,bb_lower_1,55,True,sell-bb_upper_1,120,36,31,0.036,0.056,0.175,-0.253
,200,516,-0.24%,0.3469935,-0.01224837,BTC,-122.36,289.9 m,24.19392,35,True,bb_lower_1,57,True,sell-bb_lower_1,118,47,27,0.011,0.035,0.12,-0.329
,201,467,-0.04%,0.0,-0.00189646,BTC,-18.95,347.9 m,7.08504,33,True,bb_lower_1,60,True,sell-bb_lower_1,116,24,38,0.023,0.029,0.015,-0.344
,202,436,-0.24%,0.0,-0.01030699,BTC,-102.97,377.6 m,17.68716,37,True,bb_lower_1,62,True,sell-bb_lower_1,117,40,25,0.025,0.07,0.018,-0.239
,203,593,-0.01%,0.297425,-0.00061611,BTC,-6.15,234.1 m,6.51323,31,False,bb_lower_1,54,True,sell-bb_lower_1,114,34,32,0.018,0.057,0.076,-0.344
,204,274,0.13%,0.212792,0.00344247,BTC,34.39,199.0 m,-5.71698,46,True,bb_lower_1,51,True,sell-bb_upper_1,119,42,26,0.022,0.056,0.173,-0.341
,205,999,-0.09%,0.150789,-0.00945679,BTC,-94.47,102.5 m,35.24755,42,False,bb_lower_1,46,True,sell-bb_lower_1,107,56,38,0.019,0.047,0.039,-0.296
,206,206,-0.17%,0.1431155,-0.00344621,BTC,-34.43,108.8 m,9.10712,42,False,bb_lower_4,43,True,sell-bb_lower_1,99,54,39,0.015,0.055,0.124,-0.271
,207,316,-0.14%,0.1574985,-0.00430340,BTC,-42.99,118.9 m,11.78285,45,False,bb_lower_3,43,True,sell-bb_lower_1,96,35,37,0.016,0.041,0.076,-0.291
,208,322,-0.16%,0.137601,-0.00525475,BTC,-52.49,106.8 m,13.47658,46,False,bb_lower_3,41,True,sell-bb_lower_1,33,58,40,0.013,0.013,0.123,-0.323
,209,322,-0.22%,0.1417085,-0.00709134,BTC,-70.84,113.6 m,15.40179,42,False,bb_lower_3,43,True,sell-bb_lower_1,84,46,11,0.014,0.055,0.026,-0.267
,210,110,-0.42%,0.0,-0.00459116,BTC,-45.87,102.5 m,20.25915,47,True,bb_lower_3,35,True,sell-bb_lower_1,79,48,27,0.011,0.055,0.149,-0.317
,211,323,-0.21%,0.147331,-0.00666813,BTC,-66.61,105.4 m,15.20278,48,False,bb_lower_3,41,True,sell-bb_lower_1,54,56,29,0.011,0.038,0.027,-0.264
,212,316,-0.23%,0.15975799999999998,-0.00743115,BTC,-74.24,118.4 m,15.06880,49,False,bb_lower_3,43,True,sell-bb_lower_1,120,46,36,0.012,0.057,0.059,-0.261
,213,68,-0.69%,-0.009665,-0.00467781,BTC,-46.73,119.8 m,15.37070,49,True,bb_lower_3,40,True,sell-bb_lower_1,29,50,27,0.015,0.04,0.108,-0.306
,214,323,-0.11%,0.118147,-0.00355209,BTC,-35.49,96.9 m,10.20666,48,False,bb_lower_3,34,True,sell-bb_lower_1,56,59,17,0.034,0.043,0.029,-0.32
,215,110,-0.43%,0.0,-0.00478450,BTC,-47.80,104.5 m,20.24435,47,True,bb_lower_3,42,True,sell-bb_lower_1,50,59,26,0.038,0.056,0.017,-0.308
,216,38,-0.43%,-0.025452,-0.00162983,BTC,-16.28,115.3 m,9.13387,50,True,bb_lower_3,37,True,sell-bb_lower_1,29,45,34,0.026,0.021,0.022,-0.317
,217,371,0.19%,0.116837,0.00700162,BTC,69.95,524.7 m,-5.79291,47,False,bb_lower_1,76,True,sell-bb_middle_1,118,45,17,0.04,0.045,0.153,-0.27
,218,396,0.03%,0.0,0.00130546,BTC,13.04,472.1 m,0.85521,13,False,bb_lower_1,73,True,sell-bb_middle_1,113,47,19,0.026,0.038,0.163,-0.271
,219,321,0.13%,0.0,0.00405380,BTC,40.50,646.6 m,-2.96426,23,False,bb_lower_1,84,True,sell-bb_middle_1,95,56,17,0.024,0.037,0.126,-0.321
,220,396,-0.07%,0.0,-0.00260680,BTC,-26.04,483.6 m,6.34621,14,False,bb_lower_1,74,True,sell-bb_middle_1,81,48,13,0.034,0.019,0.066,-0.306
,221,334,0.08%,0.0,0.00283811,BTC,28.35,615.6 m,-1.32797,20,False,bb_lower_1,89,True,sell-bb_middle_1,111,59,21,0.04,0.022,0.188,-0.278
,222,410,0.06%,0.0,0.00226954,BTC,22.67,443.7 m,-0.30839,10,False,bb_lower_1,70,True,sell-bb_middle_1,114,52,10,0.024,0.026,0.084,-0.334
,223,423,-0.03%,0.013813,-0.00108022,BTC,-10.79,433.2 m,4.10783,40,False,bb_lower_1,74,True,sell-bb_middle_1,88,47,15,0.031,0.041,0.023,-0.236
,224,424,-0.15%,0.006648,-0.00621217,BTC,-62.06,415.7 m,10.85095,20,False,bb_lower_1,66,True,sell-bb_middle_1,118,57,16,0.018,0.011,0.188,-0.291
,225,434,0.02%,0.0,0.00091285,BTC,9.12,416.5 m,1.80188,50,False,bb_lower_1,73,True,sell-bb_middle_1,90,60,14,0.024,0.061,0.125,-0.203
,226,456,-0.05%,0.0,-0.00246770,BTC,-24.65,380.9 m,6.90598,49,False,bb_lower_1,69,True,sell-bb_middle_1,95,45,15,0.014,0.014,0.063,-0.289
,227,356,0.04%,0.0,0.00156408,BTC,15.63,555.9 m,0.25545,46,False,bb_lower_1,99,True,sell-bb_middle_1,111,59,15,0.026,0.024,0.157,-0.266
,228,371,-0.02%,0.0,-0.00074716,BTC,-7.46,522.6 m,3.15720,42,False,bb_lower_1,97,True,sell-bb_middle_1,118,58,12,0.023,0.029,0.11,-0.237
,229,291,0.10%,0.0,0.00293561,BTC,29.33,735.0 m,-1.72533,18,False,bb_lower_1,82,True,sell-bb_lower_1,104,50,30,0.035,0.043,0.186,-0.334
,230,407,0.08%,0.0,0.00314882,BTC,31.46,445.8 m,-1.61919,49,False,bb_lower_1,66,True,sell-bb_lower_1,98,43,36,0.039,0.053,0.116,-0.336
,231,346,0.09%,0.0,0.00320684,BTC,32.04,582.4 m,-1.80632,43,False,bb_lower_1,79,True,sell-bb_lower_1,107,38,30,0.029,0.051,0.067,-0.314
,232,474,-0.22%,0.16215649999999998,-0.01057506,BTC,-105.64,256.2 m,23.20060,42,True,bb_lower_1,53,True,sell-bb_upper_1,117,55,25,0.023,0.058,0.179,-0.338
,233,325,0.06%,0.0,0.00183090,BTC,18.29,630.6 m,-0.25053,37,False,bb_lower_1,76,True,sell-bb_lower_1,113,46,25,0.024,0.052,0.159,-0.33
,234,310,0.08%,0.0,0.00253326,BTC,25.31,672.3 m,-1.15459,37,False,bb_lower_1,82,True,sell-bb_lower_1,118,52,23,0.023,0.014,0.126,-0.326
,235,344,0.11%,0.0,0.00389095,BTC,38.87,588.7 m,-2.68963,47,False,bb_lower_1,78,True,sell-bb_lower_1,110,50,23,0.023,0.062,0.029,-0.31
,236,385,-0.03%,0.0,-0.00120684,BTC,-12.06,493.5 m,3.68357,36,False,bb_lower_1,82,True,sell-bb_lower_1,104,53,20,0.021,0.025,0.19,-0.243
,237,346,-0.12%,0.0,-0.00422361,BTC,-42.19,576.5 m,6.98950,21,True,bb_lower_1,82,True,sell-bb_lower_1,95,46,26,0.033,0.022,0.192,-0.288
,238,361,0.02%,0.0,0.00082458,BTC,8.24,538.8 m,1.14590,43,False,bb_lower_1,75,True,sell-bb_lower_1,112,56,37,0.026,0.059,0.016,-0.262
,239,350,0.07%,0.0,0.00256761,BTC,25.65,573.9 m,-1.02687,50,False,bb_lower_1,77,True,sell-bb_lower_1,100,52,24,0.027,0.051,0.035,-0.306
,240,394,0.12%,0.0402695,0.00480895,BTC,48.04,482.9 m,-3.63786,44,False,bb_lower_1,80,True,sell-bb_lower_1,100,44,21,0.035,0.047,0.166,-0.219
,241,531,-0.24%,0.999001,-0.01249652,BTC,-124.84,314.3 m,22.63283,23,False,bb_lower_1,95,True,sell-bb_lower_1,111,18,35,0.01,0.067,0.163,-0.114
,242,508,-0.26%,0.0,-0.01323531,BTC,-132.22,335.6 m,24.37526,16,False,bb_lower_1,90,True,sell-bb_lower_1,108,16,19,0.035,0.056,0.161,-0.102
,243,501,-0.22%,0.0,-0.01115850,BTC,-111.47,344.4 m,21.48519,42,False,bb_lower_1,95,True,sell-bb_middle_1,112,11,35,0.031,0.015,0.039,-0.103
,244,474,-0.09%,0.0,-0.00418946,BTC,-41.85,368.2 m,9.35027,46,False,bb_lower_1,84,True,sell-bb_lower_1,119,22,38,0.028,0.062,0.185,-0.107
,245,516,-0.23%,0.0,-0.01200029,BTC,-119.88,330.5 m,22.11456,26,False,bb_lower_1,98,True,sell-bb_lower_1,90,15,36,0.037,0.042,0.174,-0.1
,246,515,-0.18%,0.0,-0.00930208,BTC,-92.93,335.4 m,18.50422,43,False,bb_lower_1,95,True,sell-bb_lower_1,110,25,20,0.04,0.06,0.146,-0.091
,247,571,-0.23%,0.0,-0.01341799,BTC,-134.05,285.2 m,30.93633,17,True,bb_lower_1,93,True,sell-bb_lower_1,120,13,16,0.031,0.043,0.047,-0.078
,248,470,-0.08%,0.0,-0.00378247,BTC,-37.79,377.6 m,9.03903,45,False,bb_lower_1,92,True,sell-bb_lower_1,115,27,17,0.036,0.054,0.159,-0.125
,249,491,-0.23%,0.0,-0.01122353,BTC,-112.12,354.1 m,21.12349,13,False,bb_lower_1,91,True,sell-bb_lower_1,97,11,30,0.036,0.021,0.052,-0.114
,250,206,-0.03%,0.0,-0.00060838,BTC,-6.08,387.8 m,3.48315,46,True,bb_lower_1,98,True,sell-bb_lower_1,105,22,30,0.02,0.014,0.013,-0.098
,251,541,-0.34%,0.0,-0.01836910,BTC,-183.51,312.4 m,35.53894,26,False,bb_lower_1,83,True,sell-bb_lower_1,100,12,11,0.039,0.061,0.17,-0.095
,252,526,-0.21%,0.0,-0.01099165,BTC,-109.81,323.8 m,22.15641,42,False,bb_lower_1,88,True,sell-bb_lower_1,114,16,25,0.028,0.021,0.188,-0.091
,253,727,-0.07%,0.205069,-0.00525480,BTC,-52.49,170.7 m,18.20037,39,False,bb_lower_1,51,True,sell-bb_lower_1,55,52,36,0.025,0.039,0.187,-0.347
,254,616,-0.05%,0.002474,-0.00325678,BTC,-32.54,223.6 m,11.96612,27,False,bb_lower_1,51,True,sell-bb_upper_1,99,49,11,0.036,0.049,0.173,-0.343
,255,675,-0.12%,0.172622,-0.00800625,BTC,-79.98,188.8 m,23.28197,25,True,bb_lower_1,51,True,sell-bb_middle_1,74,43,21,0.031,0.036,0.159,-0.346
,256,172,-0.37%,0.086872,-0.00631393,BTC,-63.08,164.8 m,11.38619,13,True,bb_lower_4,51,True,sell-bb_middle_1,85,46,24,0.034,0.022,0.172,-0.341
,257,711,-0.12%,0.124197,-0.00886222,BTC,-88.53,173.9 m,26.45098,27,True,bb_lower_1,51,True,sell-bb_middle_1,59,38,16,0.015,0.015,0.178,-0.348
,258,660,-0.09%,0.28886649999999997,-0.00569967,BTC,-56.94,195.4 m,18.27452,23,True,bb_lower_1,52,True,sell-bb_middle_1,116,27,20,0.013,0.05,0.134,-0.341
,259,676,-0.13%,0.038247500000000004,-0.00853109,BTC,-85.22,188.7 m,23.06892,31,True,bb_lower_1,52,True,sell-bb_middle_1,72,18,20,0.035,0.05,0.087,-0.331
,260,134,-0.49%,0.0,-0.00656471,BTC,-65.58,217.3 m,10.23056,28,True,bb_lower_4,54,True,sell-bb_middle_1,93,41,14,0.028,0.043,0.103,-0.343
,261,233,0.01%,0.161467,0.00016890,BTC,1.69,152.7 m,3.80831,47,True,bb_lower_1,51,True,sell-bb_middle_1,120,16,15,0.015,0.038,0.054,-0.339
,262,63,-0.85%,0.0,-0.00537957,BTC,-53.74,238.3 m,8.07898,49,True,bb_lower_4,55,True,sell-bb_middle_1,78,24,13,0.037,0.01,0.032,-0.341
,263,287,-0.29%,0.023967,-0.00827826,BTC,-82.70,165.2 m,16.55016,13,True,bb_lower_3,49,True,sell-bb_middle_1,77,37,17,0.039,0.025,0.185,-0.345
,264,680,-0.07%,0.23003249999999997,-0.00495555,BTC,-49.51,184.7 m,16.65732,10,True,bb_lower_1,50,True,sell-bb_middle_1,106,44,23,0.021,0.036,0.119,-0.342
,265,411,0.05%,0.0,0.00195829,BTC,19.56,435.2 m,0.14343,28,False,bb_lower_1,65,True,sell-bb_middle_1,92,57,24,0.039,0.056,0.194,-0.335
,266,454,0.03%,0.0,0.00121313,BTC,12.12,372.0 m,1.46061,40,False,bb_lower_1,61,True,sell-bb_middle_1,120,31,34,0.039,0.068,0.176,-0.238
,267,481,-0.11%,0.0,-0.00509740,BTC,-50.92,348.1 m,10.97917,26,False,bb_lower_1,64,True,sell-bb_lower_1,85,15,25,0.039,0.044,0.188,-0.258
,268,494,-0.11%,0.0,-0.00555909,BTC,-55.54,322.5 m,12.06261,40,False,bb_lower_1,60,True,sell-bb_middle_1,90,32,15,0.037,0.048,0.181,-0.311
,269,446,0.05%,0.0,0.00226058,BTC,22.58,375.7 m,-0.04211,43,False,bb_lower_1,61,True,sell-bb_middle_1,115,35,18,0.035,0.053,0.158,-0.348
,270,510,-0.04%,0.0,-0.00205934,BTC,-20.57,309.1 m,7.47864,46,False,bb_lower_1,60,True,sell-bb_upper_1,100,24,16,0.04,0.053,0.131,-0.218
,271,454,0.01%,0.0,0.00049049,BTC,4.90,372.6 m,2.50457,49,False,bb_lower_1,61,True,sell-bb_upper_1,96,50,37,0.039,0.063,0.099,-0.238
,272,491,0.07%,0.022472,0.00368101,BTC,36.77,327.9 m,-1.82256,42,False,bb_lower_1,60,True,sell-bb_middle_1,95,43,27,0.038,0.03,0.17,-0.261
,273,437,0.05%,0.0,0.00220266,BTC,22.00,389.6 m,-0.02318,45,False,bb_lower_1,62,True,sell-bb_middle_1,105,56,18,0.038,0.059,0.084,-0.344
,274,490,-0.10%,0.0,-0.00512027,BTC,-51.15,326.5 m,11.88089,44,False,bb_lower_1,60,True,sell-bb_middle_1,88,44,13,0.039,0.059,0.12,-0.334
,275,468,-0.00%,0.0,-0.00014550,BTC,-1.45,352.9 m,3.82735,48,False,bb_lower_1,61,True,sell-bb_lower_1,113,14,40,0.038,0.056,0.121,-0.195
,276,456,-0.19%,0.0,-0.00874663,BTC,-87.38,378.0 m,16.61714,46,False,bb_lower_1,65,True,sell-bb_middle_1,108,13,10,0.039,0.065,0.088,-0.331
,277,198,-0.30%,0.07635249999999999,-0.00594681,BTC,-59.41,100.4 m,15.51148,24,True,bb_lower_4,32,True,sell-bb_lower_1,116,49,25,0.039,0.056,0.123,-0.246
,278,181,-0.38%,0.059533,-0.00687440,BTC,-68.68,123.8 m,17.99618,33,True,bb_lower_4,31,True,sell-bb_middle_1,101,53,35,0.012,0.067,0.121,-0.224
,279,174,-0.33%,0.056784999999999995,-0.00575850,BTC,-57.53,99.5 m,16.97323,40,True,bb_lower_4,34,True,sell-bb_lower_1,109,57,35,0.034,0.05,0.11,-0.272
,280,170,-0.54%,0.042060999999999994,-0.00917038,BTC,-91.61,130.3 m,16.43984,38,True,bb_lower_4,35,True,sell-bb_upper_1,108,48,20,0.038,0.057,0.193,-0.342
,281,193,-0.33%,0.027018,-0.00642724,BTC,-64.21,132.1 m,14.30513,24,True,bb_lower_4,31,True,sell-bb_upper_1,117,31,15,0.014,0.067,0.163,-0.294
,282,206,-0.43%,0.07635249999999999,-0.00892366,BTC,-89.15,99.2 m,18.49260,13,True,bb_lower_4,30,True,sell-bb_lower_1,117,31,38,0.018,0.062,0.137,-0.224
,283,181,-0.28%,0.025992,-0.00501044,BTC,-50.05,95.1 m,15.80252,39,True,bb_lower_4,30,True,sell-bb_lower_1,99,25,18,0.014,0.051,0.032,-0.255
,284,200,-0.33%,0.056784999999999995,-0.00656242,BTC,-65.56,129.6 m,13.84254,11,True,bb_lower_4,31,True,sell-bb_upper_1,102,38,13,0.012,0.054,0.181,-0.324
