Best,Epoch,Trades,Avg profit,Median profit,Total profit,Stake currency,Profit,Avg duration,Objective,rsi-value,rsi-enabled,trigger,sell-rsi-value,sell-rsi-enabled,sell-trigger,roi_t1,roi_t2,roi_t3,roi_p1,roi_p2,roi_p3,stoploss
,285,196,-0.45%,0.056784999999999995,-0.00885623,BTC,-88.47,141.5 m,17.96466,17,True,bb_lower_4,31,True,sell-bb_upper_1,106,52,24,0.016,0.059,0.113,-0.221
,286,198,-0.38%,0.025482,-0.00744686,BTC,-74.39,144.8 m,16.46851,13,True,bb_lower_4,33,True,sell-bb_upper_1,115,21,28,0.04,0.063,0.067,-0.274
,287,166,-0.30%,0.056784999999999995,-0.00499570,BTC,-49.91,98.8 m,14.56806,42,True,bb_lower_4,30,True,sell-bb_lower_1,110,53,18,0.021,0.012,0.024,-0.269
,288,157,-0.41%,0.025482,-0.00644239,BTC,-64.36,96.5 m,19.29199,44,True,bb_lower_4,32,True,sell-bb_lower_1,103,21,24,0.022,0.051,0.158,-0.249
,289,686,-0.11%,0.2582735,-0.00750440,BTC,-74.97,187.4 m,21.27708,50,False,bb_lower_1,52,True,sell-bb_lower_1,100,56,10,0.031,0.017,0.103,-0.176
,290,667,-0.07%,0.303654,-0.00479437,BTC,-47.90,193.3 m,16.59162,49,False,bb_lower_1,52,True,sell-bb_lower_1,118,51,19,0.012,0.022,0.107,-0.345
,291,840,-0.07%,0.232148,-0.00629506,BTC,-62.89,135.1 m,23.13914,48,False,bb_lower_1,49,True,sell-bb_lower_1,118,48,17,0.021,0.044,0.144,-0.177
,292,731,-0.07%,0.219528,-0.00492204,BTC,-49.17,169.3 m,16.68620,49,False,bb_lower_1,51,True,sell-bb_lower_1,81,44,17,0.02,0.057,0.069,-0.33
,293,913,-0.08%,0.14268499999999998,-0.00772860,BTC,-77.21,117.3 m,26.51298,49,False,bb_lower_1,48,True,sell-bb_lower_1,40,42,18,0.017,0.066,0.143,-0.279
,294,545,-0.13%,0.0,-0.00695932,BTC,-69.52,275.8 m,16.55705,47,False,bb_lower_1,58,True,sell-bb_lower_1,70,45,17,0.017,0.015,0.057,-0.26
,295,710,-0.08%,0.23881500000000003,-0.00545927,BTC,-54.54,177.3 m,18.41639,43,False,bb_lower_1,51,True,sell-bb_lower_1,112,44,17,0.037,0.01,0.164,-0.348
,296,1213,-0.12%,0.07293999999999999,-0.01512177,BTC,-151.07,72.1 m,61.19485,50,False,bb_lower_1,41,True,sell-bb_lower_1,59,19,12,0.022,0.018,0.082,-0.22
,297,1180,-0.13%,0.08411500000000001,-0.01504844,BTC,-150.33,76.1 m,53.06697,48,False,bb_lower_1,42,True,sell-bb_lower_1,55,44,10,0.037,0.047,0.182,-0.273
,298,1177,-0.10%,0.095358,-0.01230261,BTC,-122.90,76.4 m,50.38831,49,False,bb_lower_1,42,True,sell-bb_lower_1,53,29,29,0.01,0.063,0.127,-0.347
,299,773,-0.12%,0.235375,-0.00918554,BTC,-91.76,153.9 m,26.28463,48,False,bb_lower_1,50,True,sell-bb_lower_1,103,47,15,0.023,0.031,0.01,-0.281
,300,957,-0.10%,0.16792300000000002,-0.00958642,BTC,-95.77,110.1 m,34.26816,48,False,bb_lower_1,47,True,sell-bb_lower_1,92,59,25,0.03,0.024,0.024,-0.183
,301,414,0.10%,0.0,0.00407057,BTC,40.67,452.5 m,-2.88047,36,False,bb_lower_1,95,True,sell-bb_upper_1,94,32,24,0.038,0.054,0.011,-0.196
,302,317,0.13%,0.0,0.00403909,BTC,40.35,660.4 m,-2.97117,14,False,bb_lower_1,95,True,sell-bb_lower_1,105,39,32,0.029,0.036,0.069,-0.32
,303,407,-0.03%,0.0,-0.00123774,BTC,-12.37,465.6 m,4.78351,40,False,bb_lower_1,98,True,sell-bb_lower_1,113,32,11,0.038,0.07,0.12,-0.197
,304,314,0.10%,0.0,0.00323200,BTC,32.29,667.8 m,-1.99598,42,False,bb_lower_1,84,True,sell-bb_middle_1,97,43,34,0.034,0.029,0.053,-0.322
,305,377,0.10%,0.070906,0.00380638,BTC,38.03,515.8 m,-2.34858,10,False,bb_lower_1,84,True,sell-bb_lower_1,99,51,15,0.035,0.048,0.085,-0.257
,306,396,0.07%,0.0,0.00281270,BTC,28.10,482.6 m,-1.11602,32,False,bb_lower_1,92,True,sell-bb_upper_1,102,35,29,0.038,0.041,0.012,-0.194
,307,425,-0.13%,0.0,-0.00545442,BTC,-54.49,436.6 m,10.60513,37,False,bb_lower_1,81,True,sell-bb_lower_1,117,33,14,0.03,0.043,0.056,-0.176
,308,401,-0.03%,0.0,-0.00106987,BTC,-10.69,472.8 m,4.08596,32,False,bb_lower_1,84,True,sell-bb_lower_1,111,41,26,0.034,0.049,0.018,-0.185
,309,363,0.05%,0.0,0.00187211,BTC,18.70,543.3 m,-0.06366,29,False,bb_lower_1,93,True,sell-bb_lower_1,111,35,23,0.036,0.04,0.119,-0.254
,310,401,-0.01%,0.0,-0.00029240,BTC,-2.92,472.9 m,3.04955,49,False,bb_lower_1,98,True,sell-bb_lower_1,111,32,36,0.033,0.034,0.049,-0.185
,311,298,0.19%,0.0,0.00563224,BTC,56.27,715.6 m,-4.74840,48,False,bb_lower_1,85,True,sell-bb_lower_1,115,39,40,0.032,0.069,0.07,-0.32
,312,348,0.10%,0.0,0.00349734,BTC,34.94,589.2 m,-2.24536,18,False,bb_lower_1,84,True,sell-bb_lower_1,113,15,32,0.038,0.056,0.068,-0.297
,313,222,0.05%,0.0,0.00113019,BTC,11.29,544.7 m,-0.02636,45,True,bb_lower_1,93,True,sell-bb_lower_1,74,60,37,0.022,0.064,0.169,-0.217
,314,306,0.04%,0.0,0.00107301,BTC,10.72,684.9 m,0.58985,49,False,bb_lower_1,83,True,sell-bb_lower_1,65,60,34,0.026,0.051,0.016,-0.347
,315,152,0.32%,0.0,0.00485149,BTC,48.47,525.5 m,-7.36311,47,True,bb_lower_1,95,True,sell-bb_lower_1,64,58,36,0.019,0.03,0.052,-0.208
,316,375,-0.25%,0.0,-0.00936568,BTC,-93.56,500.7 m,15.29812,35,True,bb_lower_1,95,True,sell-bb_lower_1,79,55,39,0.013,0.062,0.1,-0.214
,317,334,-0.27%,0.0,-0.00887383,BTC,-88.65,594.5 m,12.30154,34,True,bb_lower_1,100,True,sell-bb_lower_1,112,57,39,0.032,0.05,0.027,-0.234
,318,371,-0.15%,0.0,-0.00538545,BTC,-53.80,514.6 m,8.88093,20,True,bb_lower_1,78,True,sell-bb_lower_1,77,60,30,0.019,0.027,0.035,-0.266
,319,346,-0.04%,0.0,-0.00123798,BTC,-12.37,592.8 m,3.74033,14,True,bb_lower_1,88,True,sell-bb_lower_1,33,60,36,0.028,0.044,0.156,-0.319
,320,341,0.04%,0.0,0.00144901,BTC,14.48,592.7 m,0.30172,15,True,bb_lower_1,87,True,sell-bb_lower_1,80,57,34,0.03,0.044,0.104,-0.291
,321,119,0.20%,0.0,0.00240619,BTC,24.04,549.2 m,-2.85423,48,True,bb_lower_1,93,True,sell-bb_lower_1,101,60,37,0.03,0.024,0.18,-0.2
,322,85,0.23%,0.0,0.00193600,BTC,19.34,461.1 m,-2.85066,49,True,bb_lower_1,82,True,sell-bb_lower_1,52,57,34,0.029,0.012,0.145,-0.201
,323,384,-0.22%,0.0,-0.00853371,BTC,-85.25,503.2 m,12.93232,24,True,bb_lower_1,98,True,sell-bb_lower_1,38,57,36,0.04,0.03,0.156,-0.259
,324,415,-0.21%,0.0,-0.00885553,BTC,-88.47,455.0 m,14.71715,27,True,bb_lower_1,100,True,sell-bb_lower_1,12,58,36,0.01,0.011,0.01,-0.249
,325,412,0.07%,0.0,0.00287985,BTC,28.77,429.2 m,-1.21580,43,False,bb_lower_1,63,True,sell-bb_lower_1,108,51,32,0.035,0.057,0.042,-0.336
,326,571,-0.03%,0.004948,-0.00178952,BTC,-17.88,250.7 m,8.51030,32,False,bb_lower_1,55,True,sell-bb_lower_1,108,14,35,0.035,0.024,0.132,-0.344
,327,400,0.06%,0.0,0.00224529,BTC,22.43,467.1 m,-0.35579,46,False,bb_lower_1,71,True,sell-bb_lower_1,110,15,32,0.033,0.07,0.014,-0.344
,328,510,0.02%,0.0329945,0.00109668,BTC,10.96,304.3 m,2.19788,39,False,bb_lower_1,57,True,sell-bb_lower_1,98,58,32,0.038,0.023,0.028,-0.286
,329,431,-0.00%,0.0,-0.00007381,BTC,-0.74,407.7 m,3.11897,34,False,bb_lower_1,65,True,sell-bb_lower_1,82,43,37,0.035,0.041,0.079,-0.331
,330,388,0.02%,0.0,0.00087854,BTC,8.78,492.0 m,1.61050,30,False,bb_lower_1,73,True,sell-bb_lower_1,94,12,32,0.036,0.026,0.017,-0.342
,331,499,-0.12%,0.0,-0.00613175,BTC,-61.26,314.2 m,12.53372,30,False,bb_lower_1,59,True,sell-bb_lower_1,90,19,30,0.035,0.039,0.176,-0.319
,332,475,-0.08%,0.0,-0.00365790,BTC,-36.54,345.0 m,8.37717,40,False,bb_lower_1,62,True,sell-bb_lower_1,68,35,39,0.033,0.056,0.196,-0.315
,333,506,-0.05%,0.0,-0.00273726,BTC,-27.35,308.5 m,7.99392,39,False,bb_lower_1,58,True,sell-bb_lower_1,68,57,35,0.039,0.012,0.099,-0.294
,334,448,0.02%,0.0,0.00080161,BTC,8.01,375.0 m,2.24645,42,False,bb_lower_1,61,True,sell-bb_lower_1,106,37,25,0.04,0.013,0.014,-0.337
,335,523,-0.07%,0.0,-0.00340419,BTC,-34.01,293.1 m,8.96456,45,False,bb_lower_1,58,True,sell-bb_lower_1,94,11,39,0.032,0.053,0.15,-0.303
,336,492,-0.12%,0.0,-0.00609688,BTC,-60.91,330.1 m,12.28649,11,False,bb_lower_1,62,True,sell-bb_lower_1,82,14,37,0.031,0.054,0.183,-0.314
Best,337,60,0.33%,0.0,0.00200610,BTC,20.04,315.0 m,-8.84048,50,True,bb_lower_1,75,True,sell-bb_upper_1,55,15,34,0.01,0.066,0.179,-0.232
,338,250,-0.03%,0.0,-0.00079263,BTC,-7.92,428.9 m,3.54341,45,True,bb_lower_1,80,True,sell-bb_middle_1,53,23,31,0.038,0.034,0.07,-0.213
,339,269,-0.11%,0.0,-0.00295730,BTC,-29.54,541.4 m,5.61838,44,True,bb_lower_1,84,True,sell-bb_middle_1,53,60,30,0.035,0.055,0.189,-0.26
,340,232,-0.08%,0.0,-0.00196705,BTC,-19.65,516.1 m,4.23893,45,True,bb_lower_1,85,True,sell-bb_upper_1,60,55,32,0.019,0.04,0.177,-0.233
,341,343,-0.29%,0.0,-0.01006773,BTC,-100.58,423.1 m,17.65699,43,True,bb_lower_1,77,True,sell-bb_upper_1,48,27,33,0.028,0.033,0.113,-0.193
,342,127,-0.12%,0.0,-0.00153407,BTC,-15.33,461.7 m,3.65193,48,True,bb_lower_1,74,True,sell-bb_upper_1,50,39,35,0.037,0.021,0.119,-0.223
,343,370,-0.53%,0.0,-0.01970514,BTC,-196.85,417.3 m,27.98381,42,True,bb_lower_1,85,True,sell-bb_middle_1,40,12,25,0.036,0.023,0.161,-0.244
,344,348,-0.43%,0.0,-0.01506703,BTC,-150.52,421.1 m,23.51947,43,True,bb_lower_1,80,True,sell-bb_upper_1,41,12,28,0.013,0.06,0.082,-0.252
,345,332,-0.50%,0.0,-0.01667524,BTC,-166.59,446.1 m,24.77852,43,True,bb_lower_1,85,True,sell-bb_upper_1,32,39,28,0.012,0.065,0.076,-0.23
,346,59,0.37%,0.0,0.00216935,BTC,21.67,411.6 m,-6.37479,50,True,bb_lower_1,79,True,sell-bb_middle_1,17,57,30,0.03,0.064,0.138,-0.258
,347,211,-0.09%,0.0,-0.00181909,BTC,-18.17,444.9 m,5.00194,46,True,bb_lower_1,81,True,sell-bb_middle_1,19,19,27,0.013,0.036,0.112,-0.283
,348,169,0.01%,0.0,0.00020814,BTC,2.08,440.2 m,1.08306,47,True,bb_lower_1,86,True,sell-bb_middle_1,15,48,29,0.019,0.048,0.037,-0.212
,349,135,-0.06%,0.0,-0.00082776,BTC,-8.27,386.6 m,3.06590,48,True,bb_lower_1,80,True,sell-bb_lower_1,66,13,31,0.012,0.06,0.154,-0.202
,350,135,-0.13%,0.0,-0.00180564,BTC,-18.04,395.1 m,4.85650,48,True,bb_lower_1,79,True,sell-bb_upper_1,77,21,11,0.013,0.047,0.131,-0.181
,351,207,-0.15%,0.0,-0.00307717,BTC,-30.74,444.3 m,6.22171,46,True,bb_lower_1,95,True,sell-bb_upper_1,67,32,33,0.036,0.056,0.05,-0.186
,352,136,-0.04%,0.0,-0.00058788,BTC,-5.87,384.0 m,2.70326,48,True,bb_lower_1,74,True,sell-bb_upper_1,60,26,17,0.015,0.056,0.054,-0.226
,353,194,0.09%,0.0,0.00169029,BTC,16.89,325.8 m,-1.56405,47,True,bb_lower_1,72,True,sell-bb_upper_1,53,15,22,0.017,0.051,0.132,-0.326
,354,56,0.44%,0.0,0.00248568,BTC,24.83,444.6 m,-5.88239,50,True,bb_lower_1,95,True,sell-bb_upper_1,62,11,38,0.017,0.029,0.152,-0.26
,355,275,-0.10%,0.0,-0.00282413,BTC,-28.21,342.2 m,8.00084,45,True,bb_lower_1,77,True,sell-bb_upper_1,62,25,21,0.011,0.054,0.173,-0.17
,356,176,0.05%,0.0,0.00095852,BTC,9.58,407.6 m,-0.13934,47,True,bb_lower_1,75,True,sell-bb_upper_1,61,15,35,0.023,0.01,0.141,-0.249
,357,217,-0.15%,0.0,-0.00329408,BTC,-32.91,421.6 m,6.58918,46,True,bb_lower_1,75,True,sell-bb_upper_1,62,19,28,0.034,0.021,0.024,-0.284
,358,225,0.00%,0.0,0.00004798,BTC,0.48,543.3 m,1.48664,45,True,bb_lower_1,92,True,sell-bb_upper_1,90,12,37,0.025,0.011,0.056,-0.262
,359,207,-0.03%,0.0,-0.00063142,BTC,-6.31,425.8 m,2.90314,46,True,bb_lower_1,97,True,sell-bb_upper_1,61,13,28,0.031,0.049,0.035,-0.209
,360,90,-0.07%,0.0,-0.00064141,BTC,-6.41,369.2 m,2.10506,49,True,bb_lower_1,85,True,sell-bb_upper_1,56,23,15,0.036,0.033,0.059,-0.171
,361,82,-0.20%,0.0,-0.00166827,BTC,-16.67,490.2 m,3.00016,49,True,bb_lower_1,76,True,sell-bb_lower_1,53,20,39,0.02,0.068,0.142,-0.269
Best,362,60,0.60%,0.07857800000000001,0.00363324,BTC,36.30,314.2 m,-11.22094,50,True,bb_lower_1,65,True,sell-bb_middle_1,55,56,38,0.025,0.04,0.188,-0.275
,363,58,0.48%,0.0,0.00281135,BTC,28.09,421.3 m,-8.21184,50,True,bb_lower_1,81,True,sell-bb_upper_1,56,27,32,0.03,0.019,0.079,-0.26
,364,78,0.22%,0.0,0.00169402,BTC,16.92,550.8 m,-2.30519,49,True,bb_lower_1,85,True,sell-bb_middle_1,51,43,34,0.024,0.012,0.103,-0.258
,365,57,0.60%,0.231613,0.00340079,BTC,33.97,461.1 m,-10.55276,50,True,bb_lower_1,79,True,sell-bb_middle_1,91,31,35,0.019,0.065,0.05,-0.221
Best,366,61,0.52%,0.0,0.00318846,BTC,31.85,292.4 m,-11.28058,50,True,bb_lower_1,72,True,sell-bb_upper_1,29,51,39,0.022,0.014,0.146,-0.263
,367,56,0.38%,0.0,0.00214269,BTC,21.41,451.1 m,-4.96562,50,True,bb_lower_1,84,True,sell-bb_upper_1,38,47,33,0.013,0.067,0.101,-0.245
,368,59,0.30%,0.0,0.00174310,BTC,17.41,398.9 m,-5.06531,50,True,bb_lower_1,79,True,sell-bb_lower_1,40,25,20,0.028,0.039,0.029,-0.262
,369,85,-0.30%,0.0,-0.00255986,BTC,-25.57,420.0 m,5.06458,49,True,bb_lower_1,78,True,sell-bb_lower_1,14,20,36,0.022,0.032,0.051,-0.23
,370,62,0.40%,0.0,0.00246186,BTC,24.59,282.6 m,-9.07848,50,True,bb_lower_1,70,True,sell-bb_lower_1,34,49,10,0.03,0.037,0.084,-0.244
,371,55,0.69%,0.125282,0.00381443,BTC,38.11,486.3 m,-8.12682,50,True,bb_lower_1,86,True,sell-bb_middle_1,46,53,38,0.029,0.04,0.119,-0.252
,372,57,0.20%,0.0,0.00111493,BTC,11.14,420.3 m,-2.26173,50,True,bb_lower_1,83,True,sell-bb_middle_1,14,30,29,0.018,0.029,0.088,-0.25
,373,57,0.47%,0.195662,0.00265599,BTC,26.53,436.6 m,-6.37236,50,True,bb_lower_1,91,True,sell-bb_middle_1,39,38,28,0.022,0.022,0.102,-0.275
,374,63,0.02%,0.0,0.00009703,BTC,0.97,261.2 m,0.56996,50,True,bb_lower_1,70,True,sell-bb_upper_1,14,20,38,0.024,0.035,0.14,-0.157
Best,375,59,0.97%,0.0,0.00573078,BTC,57.25,386.9 m,-18.51220,50,True,bb_lower_1,68,True,sell-bb_upper_1,118,48,40,0.025,0.041,0.012,-0.276
,376,54,0.68%,0.312094,0.00367939,BTC,36.76,505.6 m,-8.52614,50,True,bb_lower_1,95,True,sell-bb_middle_1,109,30,21,0.031,0.01,0.052,-0.313
,377,63,0.29%,0.0,0.00185755,BTC,18.56,263.1 m,-6.49718,50,True,bb_lower_1,72,True,sell-bb_upper_1,33,16,18,0.036,0.021,0.032,-0.281
,378,61,0.51%,0.0,0.00313516,BTC,31.32,293.9 m,-10.83172,50,True,bb_lower_1,70,True,sell-bb_middle_1,24,51,32,0.026,0.016,0.017,-0.265
,379,57,0.49%,0.161141,0.00277230,BTC,27.70,428.7 m,-8.80198,50,True,bb_lower_1,77,True,sell-bb_upper_1,75,29,35,0.011,0.024,0.047,-0.228
,380,59,0.64%,0.231613,0.00378872,BTC,37.85,332.8 m,-12.66804,50,True,bb_lower_1,65,True,sell-bb_upper_1,102,31,19,0.028,0.029,0.046,-0.237
,381,60,0.56%,0.312094,0.00337967,BTC,33.76,316.5 m,-13.41712,50,True,bb_lower_1,67,True,sell-bb_upper_1,108,27,26,0.014,0.025,0.093,-0.311
,382,59,0.25%,0.0,0.00150135,BTC,15.00,398.4 m,-4.38079,50,True,bb_lower_1,79,True,sell-bb_middle_1,30,37,16,0.023,0.016,0.029,-0.269
,383,62,0.38%,0.0,0.00235353,BTC,23.51,279.2 m,-8.22422,50,True,bb_lower_1,66,True,sell-bb_middle_1,19,46,26,0.025,0.013,0.091,-0.205
,384,59,0.82%,0.299393,0.00483503,BTC,48.30,349.6 m,-15.98728,50,True,bb_lower_1,67,True,sell-bb_middle_1,106,24,36,0.035,0.031,0.14,-0.291
,385,63,0.55%,0.10006399999999999,0.00346456,BTC,34.61,271.7 m,-12.49951,50,True,bb_lower_1,69,True,sell-bb_lower_1,21,52,17,0.029,0.033,0.121,-0.191
,386,61,0.43%,0.0,0.00265327,BTC,26.51,283.3 m,-9.41197,50,True,bb_lower_1,64,True,sell-bb_upper_1,75,12,21,0.02,0.035,0.174,-0.299
,387,60,0.63%,0.5263495,0.00378604,BTC,37.82,325.5 m,-14.98455,50,True,bb_lower_1,70,True,sell-bb_lower_1,106,33,39,0.014,0.07,0.175,-0.244
,388,63,0.62%,0.447133,0.00394086,BTC,39.37,280.0 m,-14.15336,50,True,bb_lower_1,60,True,sell-bb_middle_1,119,19,14,0.037,0.037,0.18,-0.262
,389,60,0.43%,0.048798499999999995,0.00258176,BTC,25.79,311.5 m,-5.65979,50,True,bb_lower_1,69,True,sell-bb_lower_1,72,47,16,0.03,0.046,0.025,-0.148
,390,353,-0.34%,0.0,-0.01185283,BTC,-118.41,399.6 m,20.87197,43,True,bb_lower_1,67,True,sell-bb_lower_1,68,52,12,0.04,0.045,0.103,-0.205
,391,59,0.53%,0.447319,0.00312574,BTC,31.23,330.0 m,-6.89048,50,True,bb_lower_1,64,True,sell-bb_middle_1,105,37,31,0.022,0.045,0.106,-0.143
,392,61,-0.12%,0.0,-0.00074045,BTC,-7.40,263.9 m,2.55273,50,True,bb_lower_1,65,True,sell-bb_upper_1,86,20,10,0.013,0.011,0.114,-0.126
,393,61,0.40%,0.0,0.00243739,BTC,24.35,283.0 m,-9.50753,50,True,bb_lower_1,67,True,sell-bb_upper_1,69,23,24,0.013,0.058,0.033,-0.195
,394,59,0.21%,0.231613,0.00126268,BTC,12.61,326.4 m,-1.95330,50,True,bb_lower_1,74,True,sell-bb_middle_1,102,42,12,0.027,0.031,0.168,-0.12
,395,59,0.55%,0.11595,0.00322835,BTC,32.25,353.9 m,-6.84304,50,True,bb_lower_1,71,True,sell-bb_middle_1,88,39,39,0.04,0.063,0.17,-0.152
,396,59,0.72%,0.11595,0.00423500,BTC,42.31,338.6 m,-15.51824,50,True,bb_lower_1,69,True,sell-bb_middle_1,108,45,16,0.02,0.029,0.15,-0.338
,397,367,-0.30%,0.0,-0.01093972,BTC,-109.29,440.9 m,17.05643,41,True,bb_lower_1,67,True,sell-bb_upper_1,99,41,33,0.021,0.023,0.11,-0.287
,398,64,0.07%,0.0,0.00044203,BTC,4.42,243.0 m,-0.33625,50,True,bb_lower_1,60,True,sell-bb_middle_1,45,15,34,0.018,0.059,0.134,-0.146
,399,62,0.36%,0.0,0.00223828,BTC,22.36,274.4 m,-8.67442,50,True,bb_lower_1,69,True,sell-bb_lower_1,53,30,14,0.014,0.036,0.192,-0.258
Best,400,57,0.98%,0.299393,0.00560229,BTC,55.97,391.6 m,-18.54253,50,True,bb_lower_1,74,True,sell-bb_upper_1,117,31,18,0.031,0.035,0.169,-0.27
,401,60,0.61%,0.235344,0.00364589,BTC,36.42,323.0 m,-13.50441,50,True,bb_lower_1,66,True,sell-bb_upper_1,117,22,22,0.019,0.021,0.094,-0.284
,402,68,0.13%,0.0042715,0.00086735,BTC,8.66,152.2 m,-3.16470,50,True,bb_lower_1,55,True,sell-bb_middle_1,18,34,16,0.025,0.026,0.085,-0.194
,403,64,0.12%,0.0,0.00076990,BTC,7.69,227.3 m,-2.16894,50,True,bb_lower_1,69,True,sell-bb_middle_1,14,12,26,0.038,0.067,0.038,-0.335
,404,55,0.42%,0.247734,0.00230698,BTC,23.05,456.0 m,-5.55137,50,True,bb_lower_1,95,True,sell-bb_middle_1,115,22,12,0.012,0.029,0.038,-0.344
,405,55,0.68%,0.7921640000000001,0.00373193,BTC,37.28,486.8 m,-8.96297,50,True,bb_lower_1,97,True,sell-bb_upper_1,117,16,40,0.016,0.036,0.162,-0.342
,406,63,0.43%,0.447133,0.00269969,BTC,26.97,272.6 m,-10.19449,50,True,bb_lower_1,59,True,sell-bb_middle_1,77,52,26,0.013,0.038,0.136,-0.218
,407,62,0.66%,0.44096250000000003,0.00412255,BTC,41.18,293.5 m,-14.92404,50,True,bb_lower_1,61,True,sell-bb_lower_1,108,36,13,0.024,0.052,0.113,-0.302
,408,62,0.42%,0.0,0.00257561,BTC,25.73,282.3 m,-9.17610,50,True,bb_lower_1,72,True,sell-bb_middle_1,64,13,17,0.039,0.028,0.174,-0.345
,409,57,0.51%,0.231613,0.00293343,BTC,29.30,353.7 m,-5.52772,50,True,bb_lower_1,75,True,sell-bb_middle_1,113,15,34,0.029,0.024,0.123,-0.198
,410,54,0.83%,0.385493,0.00446161,BTC,44.57,514.4 m,-10.31319,50,True,bb_lower_1,89,True,sell-bb_lower_1,120,26,26,0.031,0.048,0.072,-0.31
,411,57,0.78%,0.0,0.00446695,BTC,44.62,453.7 m,-8.29542,50,True,bb_lower_1,84,True,sell-bb_lower_1,117,46,35,0.029,0.028,0.09,-0.198
,412,29,0.23%,0.0,0.00065765,BTC,6.57,445.3 m,-1.93654,50,True,bb_lower_2,67,True,sell-bb_lower_1,120,24,20,0.027,0.043,0.017,-0.283
,413,61,0.47%,0.11595,0.00286504,BTC,28.62,243.9 m,-6.97039,50,True,bb_lower_1,83,True,sell-bb_upper_1,107,40,27,0.035,0.034,0.14,-0.035
,414,27,-0.59%,0.0,-0.00158846,BTC,-15.87,487.8 m,2.60219,50,True,bb_lower_2,86,True,sell-bb_upper_1,117,28,31,0.025,0.06,0.068,-0.152
,415,28,-0.26%,0.0,-0.00071808,BTC,-7.17,445.7 m,1.70785,50,True,bb_lower_4,91,True,sell-bb_lower_1,115,11,20,0.038,0.022,0.179,-0.161
,416,25,0.08%,0.0,0.00019928,BTC,1.99,814.2 m,-0.14570,50,True,bb_lower_4,87,True,sell-bb_upper_1,113,27,23,0.019,0.031,0.027,-0.228
,417,27,0.00%,0.0,0.00000728,BTC,0.07,502.2 m,0.21353,50,True,bb_lower_2,74,True,sell-bb_lower_1,112,57,22,0.031,0.021,0.041,-0.183
,418,26,0.14%,0.0,0.00037466,BTC,3.74,755.8 m,-0.68122,50,True,bb_lower_2,78,True,sell-bb_lower_1,114,23,33,0.027,0.048,0.102,-0.232
,419,25,0.25%,1.0989010000000001,0.00061819,BTC,6.18,815.4 m,-0.96840,50,True,bb_lower_2,86,True,sell-bb_lower_1,119,52,40,0.011,0.019,0.033,-0.307
,420,24,0.14%,0.0,0.00033019,BTC,3.30,868.1 m,-0.40345,50,True,bb_lower_3,100,True,sell-bb_lower_1,118,57,40,0.022,0.065,0.084,-0.296
,421,64,0.15%,0.0982035,0.00094935,BTC,9.48,217.5 m,-1.84268,50,True,bb_lower_1,99,True,sell-bb_lower_1,40,33,17,0.024,0.018,0.106,-0.069
,422,65,0.42%,0.303515,0.00276465,BTC,27.62,210.9 m,-11.60928,50,True,bb_lower_1,57,True,sell-bb_middle_1,95,42,12,0.04,0.024,0.12,-0.35
,423,64,-0.00%,0.0,-0.00001050,BTC,-0.10,214.7 m,1.06811,50,True,bb_lower_1,68,True,sell-bb_middle_1,16,42,31,0.02,0.02,0.053,-0.062
,424,68,0.08%,0.179364,0.00052301,BTC,5.23,110.7 m,-0.77277,50,True,bb_lower_1,55,True,sell-bb_middle_1,43,57,28,0.04,0.02,0.052,-0.029
,425,61,0.11%,0.0,0.00067850,BTC,6.78,153.7 m,-1.20180,50,True,bb_lower_1,87,True,sell-bb_lower_1,102,23,26,0.027,0.033,0.169,-0.021
,426,63,-0.06%,0.0,-0.00036779,BTC,-3.67,229.5 m,1.77843,50,True,bb_lower_1,97,True,sell-bb_middle_1,34,46,11,0.023,0.015,0.158,-0.083
,427,62,0.24%,0.096521,0.00145942,BTC,14.58,248.2 m,-3.20382,50,True,bb_lower_1,90,True,sell-bb_upper_1,105,41,17,0.022,0.046,0.161,-0.046
,428,61,0.18%,0.0,0.00108679,BTC,10.86,245.7 m,-2.24211,50,True,bb_lower_1,95,True,sell-bb_middle_1,46,51,26,0.04,0.011,0.08,-0.049
,429,110,-0.33%,0.0,-0.00367614,BTC,-36.72,109.0 m,18.64570,49,True,bb_lower_1,87,True,sell-bb_lower_1,19,36,17,0.015,0.024,0.095,-0.021
,430,62,0.26%,0.0,0.00161276,BTC,16.11,183.4 m,-4.16111,50,True,bb_lower_1,92,True,sell-bb_lower_1,49,52,31,0.028,0.048,0.1,-0.027
,431,61,0.41%,0.231613,0.00249289,BTC,24.90,255.7 m,-6.31613,50,True,bb_lower_1,87,True,sell-bb_lower_1,65,50,40,0.018,0.024,0.082,-0.05
,432,65,0.03%,0.0,0.00021822,BTC,2.18,160.4 m,0.36983,50,True,bb_lower_1,64,True,sell-bb_lower_1,10,33,36,0.037,0.069,0.02,-0.033
,433,71,-0.06%,0.056423,-0.00045180,BTC,-4.51,89.4 m,4.74371,50,True,bb_lower_1,46,True,sell-bb_lower_1,88,51,16,0.022,0.068,0.155,-0.239
,434,60,0.32%,0.052198,0.00194442,BTC,19.42,290.5 m,-7.84349,50,True,bb_lower_1,63,True,sell-bb_upper_1,107,10,14,0.015,0.043,0.06,-0.261
,435,71,-0.01%,0.056423,-0.00003811,BTC,-0.38,84.1 m,1.98828,50,True,bb_lower_1,44,True,sell-bb_lower_1,102,23,23,0.036,0.027,0.194,-0.314
